Date,Open,High,Low,Close,Volume
2014-05-23,493.98,530.0,492.65,529.99,17439.03
2014-05-24,529.99,547.1,518.55,523.77,19619.56
2014-05-25,523.75,529.06,515.4,528.44,5528.52
2014-05-26,528.44,586.34,527.09,573.9,19782.6
2014-05-27,573.5,593.48,565.58,581.88,11633.72
2014-05-28,581.87,595.0,550.22,572.7,19805.26
2014-05-29,572.7,582.26,563.45,580.66,8980.55
2014-05-30,580.66,582.1,560.05,572.37,8110.32
2014-05-31,572.37,629.4,568.56,621.0,22502.94
2014-06-01,621.0,628.5,611.0,627.8,9696.71
2014-06-02,627.8,683.26,618.53,630.99,24149.98
2014-06-03,630.99,678.0,613.03,661.22,20087.28
2014-06-04,662.0,680.99,649.61,670.14,13572.81
2014-06-05,668.9,673.61,621.86,640.59,17375.57
2014-06-06,640.55,669.63,639.69,661.48,10724.81
2014-06-07,661.46,662.13,647.16,647.16,6452.18
2014-06-08,647.16,657.13,635.88,657.13,5749.3
2014-06-09,657.13,661.11,651.7,658.0,2600.85
2014-06-10,658.0,659.0,639.93,648.83,6798.27
2014-06-11,648.83,657.41,642.45,648.55,5909.59
2014-06-12,648.55,652.39,615.0,620.5,10429.62
2014-06-13,623.81,630.36,550.0,569.1,24822.49
2014-06-14,569.98,611.99,563.0,592.0,18670.61
2014-06-15,592.0,593.53,538.38,566.58,16567.97
2014-06-16,566.58,593.0,552.11,588.55,8807.7
2014-06-17,592.0,610.0,582.01,586.91,10767.83
2014-06-18,587.0,610.2,580.0,606.48,6588.31
2014-06-19,606.48,616.0,599.9,607.0,6744.9
2014-06-20,607.99,609.98,590.0,593.4,4638.14
2014-06-21,593.41,598.68,580.51,588.02,6709.98
2014-06-22,590.0,594.99,580.0,591.29,2949.19
2014-06-23,591.33,605.05,587.82,600.34,3856.99
2014-06-24,600.34,601.0,580.46,588.22,5295.94
2014-06-25,588.22,588.25,572.1,572.62,6502.15
2014-06-26,574.0,579.7,554.45,560.4,8893.46
2014-06-27,560.4,580.11,557.2,579.99,4674.88
2014-06-28,580.09,600.0,574.0,599.99,9183.33
2014-06-29,599.99,604.21,589.56,589.56,3084.69
2014-06-30,591.46,601.79,589.56,599.89,1593.33
2014-07-01,599.86,647.09,595.51,641.11,15516.13
2014-07-02,640.0,658.88,638.0,638.25,9497.74
2014-07-03,638.25,658.75,638.0,650.5,5305.55
2014-07-04,650.49,652.79,638.79,645.99,4969.91
2014-07-05,648.48,650.48,616.3,629.0,8739.05
2014-07-06,628.81,632.97,623.23,630.0,1830.58
2014-07-07,630.9,639.0,622.86,630.57,3334.94
2014-07-08,633.87,636.0,612.9,622.09,7109.08
2014-07-09,622.09,626.22,616.89,623.98,2675.17
2014-07-10,623.98,626.88,618.71,621.97,2303.76
2014-07-11,621.96,623.93,607.9,616.87,6335.71
2014-07-12,616.87,635.0,613.46,635.0,6094.53
2014-07-13,634.99,642.57,628.7,638.1,3794.26
2014-07-14,637.9,638.73,626.09,630.88,4158.79
2014-07-15,630.88,632.0,616.84,621.17,3827.42
2014-07-16,621.15,626.25,616.09,622.9,3535.75
2014-07-17,622.9,625.0,610.01,616.86,5348.93
2014-07-18,617.39,629.0,610.0,622.2,4902.14
2014-07-19,626.3,632.96,618.46,632.6,5026.34
2014-07-20,632.59,632.6,625.0,628.63,1923.59
2014-07-21,630.0,630.0,620.0,627.0,1467.59
2014-07-22,626.98,628.0,615.0,622.73,3959.66
2014-07-23,622.63,624.99,618.26,618.26,3364.1
2014-07-24,619.99,623.0,615.51,621.0,4040.74
2014-07-25,620.95,621.99,591.12,601.66,10241.01
2014-07-26,603.96,609.65,592.97,602.93,4843.78
2014-07-27,602.93,603.0,590.0,596.23,3607.98
2014-07-28,596.23,602.83,589.0,590.3,3792.79
2014-07-29,592.61,596.0,570.5,586.53,10539.93
2014-07-30,589.88,591.95,578.0,585.95,4084.11
2014-07-31,585.93,586.0,557.12,563.84,10498.74
2014-08-01,563.83,590.0,555.9,582.04,9383.41
2014-08-02,583.54,607.2,581.77,598.2,11939.59
2014-08-03,597.84,599.09,584.95,589.59,3529.72
2014-08-04,589.6,591.0,578.21,588.91,2802.92
2014-08-05,588.96,595.7,581.8,588.5,5259.63
2014-08-06,588.5,589.0,578.25,581.76,6905.35
2014-08-07,581.75,586.36,576.44,581.16,7580.23
2014-08-08,581.16,591.9,579.0,585.84,4436.03
2014-08-09,585.84,595.0,584.0,588.02,4367.06
2014-08-10,588.99,591.35,585.21,587.97,1626.63
2014-08-11,589.82,597.0,586.0,590.96,3211.09
2014-08-12,590.98,590.99,571.0,573.98,6086.6
2014-08-13,574.55,574.59,561.9,566.69,6463.8
2014-08-14,569.39,572.0,524.55,548.81,25509.1
2014-08-15,549.85,551.86,497.0,507.99,25826.72
2014-08-16,507.99,521.79,481.55,500.25,16594.59
2014-08-17,502.48,529.8,485.0,521.97,12657.92
2014-08-18,523.47,524.8,485.39,496.86,10314.49
2014-08-19,498.0,510.0,442.0,475.22,28851.03
2014-08-20,474.74,493.98,453.01,491.98,17807.06
2014-08-21,491.98,527.01,466.0,516.39,19220.08
2014-08-22,516.39,534.14,510.0,519.28,14187.3
2014-08-23,519.29,528.0,500.01,514.65,15393.05
2014-08-24,514.65,514.69,487.0,497.0,8432.28
2014-08-25,496.96,515.95,495.02,507.85,5765.36
2014-08-26,507.84,508.46,496.79,503.82,5773.92
2014-08-27,503.74,516.0,502.27,512.18,6716.16
2014-08-28,514.4,523.09,510.0,511.87,7791.96
2014-08-29,511.87,514.98,505.93,506.0,7119.02
2014-08-30,506.94,514.98,501.25,509.3,7246.61
2014-08-31,509.3,509.42,498.13,500.85,4403.4
2014-09-01,501.49,504.75,473.33,479.04,11289.84
2014-09-02,479.01,490.0,472.01,474.54,9091.87
2014-09-03,475.89,484.61,470.42,474.5,7333.51
2014-09-04,474.5,477.99,471.0,474.89,4742.88
2014-09-05,474.86,497.0,471.04,487.43,10793.6
2014-09-06,489.61,489.96,473.03,477.65,5212.43
2014-09-07,477.65,485.0,477.16,479.78,2770.8
2014-09-08,479.99,483.0,474.95,475.43,2858.65
2014-09-09,477.4,478.39,456.3,468.33,14567.96
